"reporting_area","mmwr_year","mmwr_week","gonorrhea_current_week","gonorrhea_current_week_flag","gonorrhea_previous_52_weeks_max","gonorrhea_previous_52_weeks_max_flag","gonorrhea_cum_2019","gonorrhea_cum_2019_flag","gonorrhea_cum_2018","gonorrhea_cum_2018_flag","haemophilus_influenza_invasive_disease_all_ages_all_serotypes_all_ages_all_serotypes_current_week","haemophilus_influenza_invasive_disease_all_ages_all_serotypes_all_ages_all_serotypes_current_week_flag","haemophilus_influenza_invasive_disease_all_ages_all_serotypes_all_ages_all_serotypes_previous_52_weeks_max","haemophilus_influenza_invasive_disease_all_ages_all_serotypes_all_ages_all_serotypes_previous_52_weeks_max_flag","haemophilus_influenza_invasive_disease_all_ages_all_serotypes_all_ages_all_serotypes_cum_2019","haemophilus_influenza_invasive_disease_all_ages_all_serotypes_all_ages_all_serotypes_cum_2019_flag","haemophilus_influenza_invasive_disease_all_ages_all_serotypes_all_ages_all_serotypes_cum_2018","haemophilus_influenza_invasive_disease_all_ages_all_serotypes_all_ages_all_serotypes_cum_2018_flag","haemophilus_influenza_invasive_disease_age_5_years_serotype_b_current_week","haemophilus_influenza_invasive_disease_age_5_years_serotype_b_current_week_flag","haemophilus_influenza_invasive_disease_age_5_years_serotype_b_previous_52_weeks_max","haemophilus_influenza_invasive_disease_age_5_years_serotype_b_previous_52_weeks_max_flag","haemophilus_influenza_invasive_disease_age_5_years_serotype_b_cum_2019","haemophilus_influenza_invasive_disease_age_5_years_serotype_b_cum_2019_flag","haemophilus_influenza_invasive_disease_age_5_years_serotype_b_cum_2018","haemophilus_influenza_invasive_disease_age_5_years_serotype_b_cum_2018_flag","location_1","location_2"
"PACIFIC","2019","3","494",,"2094",,"3878",,"5587",,,"-","9",,"6",,"19",,,"-","1",,,"-",,"-",,"
, PACIFIC "
"US TERRITORIES","2019","3",,"-","19",,,"-","13",,,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"
, US TERRITORIES "
"AMERICAN SAMOA","2019","3",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"
, AMERICAN SAMOA "
"NON-US RESIDENTS","2019","3",,"-",,"NC",,"-",,"NP",,"-",,"NC",,"-",,"NP",,"-",,"NC",,"-",,"NP",,"
, NON-US RESIDENTS "
"TOTAL","2019","3","3423",,"12135",,"14622",,"30234",,"43",,"149",,"204",,"435",,,"-","3",,,"-","1",,,"
, TOTAL "
"TENNESSEE","2019","3","88",,"361",,"274",,"639",,,"-","6",,,"-","24",,,"-","0",,,"-",,"-","
, TENNESSEE 
(35.681402, -85.774444)",
"PENNSYLVANIA","2019","3","216",,"551",,"769",,"1165",,"2",,"12",,"19",,"21",,,"-","0",,,"-",,"-","
, PENNSYLVANIA 
(40.789676, -77.858055)",
"ARKANSAS","2019","3","1",,"165",,"6",,"427",,"2",,"8",,"4",,"1",,,"-","0",,,"-",,"-","
, ARKANSAS 
(34.748745, -92.275105)",
"NEW MEXICO","2019","3","7",,"136",,"73",,"295",,,"-","4",,"3",,"3",,,"-","1",,,"-",,"-","
, NEW MEXICO 
(34.520396, -106.244402)",
"MAINE","2019","3",,"-","25",,"12",,"45",,,"-","3",,,"-","4",,,"-","0",,,"-",,"-","
, MAINE 
(45.252223, -68.986647)",
"IDAHO","2019","3",,"-","44",,,"-","60",,"2",,"2",,"3",,"2",,,"-","0",,,"-",,"-","
, IDAHO 
(43.680635, -114.364237)",
"NEVADA","2019","3",,"-","155",,,"-","323",,,"-","5",,,"-","2",,,"-","0",,,"-",,"-","
, NEVADA 
(39.491833, -117.070159)",
"IOWA","2019","3","31",,"119",,"246",,"281",,,"-","0",,,"-",,"-",,"-","0",,,"-",,"-","
, IOWA 
(42.46942, -93.815856)",
"ALABAMA","2019","3",,"-","386",,,"-","609",,,"-","7",,"4",,"12",,,"-","0",,,"-",,"-","
, ALABAMA 
(32.839182, -86.631125)",
"INDIANA","2019","3",,"-","309",,,"-","629",,,"-","7",,"2",,"10",,,"-","2",,,"-",,"-","
, INDIANA 
(39.76845, -86.156212)",
"MARYLAND","2019","3",,"-","241",,"52",,"680",,"3",,"9",,"9",,"16",,,"-","0",,,"-",,"-","
, MARYLAND 
(39.290443, -76.612333)",
"CONNECTICUT","2019","3",,"U",,"NC",,"U",,"U",,"-","5",,,"-","3",,,"-","0",,,"-",,"-","
, CONNECTICUT 
(41.544654, -72.651713)",
"KENTUCKY","2019","3",,"-","215",,,"-","211",,,"-","7",,,"-","11",,,"-","1",,,"-",,"-","
, KENTUCKY 
(37.64591, -84.774043)",
"LOUISIANA","2019","3","148",,"285",,"521",,"553",,,"-","5",,"2",,"5",,,"-","0",,,"-",,"-","
, LOUISIANA 
(31.2931, -92.463284)",
"FLORIDA","2019","3","401",,"759",,"1106",,"1391",,"5",,"14",,"17",,"27",,,"-","0",,,"-",,"-","
, FLORIDA 
(28.915325, -81.922409)",
"HAWAII","2019","3",,"-","67",,,"-","157",,,"-","4",,,"-","4",,,"-","0",,,"-",,"-","
, HAWAII 
(21.30992, -157.858158)",
"MISSOURI","2019","3","238",,"389",,"810",,"864",,"2",,"8",,"8",,"25",,,"-","0",,,"-",,"-","
, MISSOURI 
(38.636168, -92.566292)",
"OHIO","2019","3","259",,"592",,"1133",,"1282",,"5",,"14",,"30",,"30",,,"-","1",,,"-",,"-","
, OHIO 
(40.056807, -82.405897)",
"SOUTH DAKOTA","2019","3",,"-","50",,"8",,"94",,,"-","2",,"1",,"2",,,"-","0",,,"-",,"-","
, SOUTH DAKOTA 
(44.35371, -100.373709)",
"NEBRASKA","2019","3",,"-","106",,,"-","155",,,"-","3",,,"-","1",,,"-","1",,,"-",,"-","
, NEBRASKA 
(41.640503, -99.367122)",
"MASSACHUSETTS","2019","3",,"-","190",,,"-","463",,,"-","7",,,"-","9",,,"-","1",,,"-",,"-","
, MASSACHUSETTS 
(42.268546, -72.085064)",
"VIRGINIA","2019","3","300",,"430",,"771",,"492",,"1",,"6",,"8",,"7",,,"-","0",,,"-",,"-","
, VIRGINIA 
(37.542699, -78.45822)",
"WISCONSIN","2019","3","129",,"208",,"426",,"420",,,"-","4",,"1",,"5",,,"-","1",,,"-",,"-","
, WISCONSIN 
(44.395526, -89.834513)",
"DELAWARE","2019","3",,"-","79",,,"-","62",,"1",,"3",,"1",,"2",,,"-","0",,,"-",,"-","
, DELAWARE 
(39.008676, -75.574561)",
"WYOMING","2019","3",,"-","11",,,"-","31",,,"-","1",,,"-","1",,,"-","0",,,"-",,"-","
, WYOMING 
(43.23558, -108.110518)",
"ARIZONA","2019","3","30",,"299",,"409",,"742",,,"-","6",,"10",,"11",,,"-","1",,,"-",,"-","
, ARIZONA 
(34.869712, -111.760902)",
"ILLINOIS","2019","3","32",,"559",,"317",,"1367",,,"-","11",,"5",,"15",,,"-","2",,,"-",,"-","
, ILLINOIS 
(40.477092, -88.993221)",
"VERMONT","2019","3",,"-","10",,,"-",,"-",,"-","3",,,"-","3",,,"-","0",,,"-",,"-","
, VERMONT 
(43.622479, -72.51927)",
"DISTRICT OF COLUMBIA","2019","3",,"-","107",,,"-","235",,,"-","3",,,"-","1",,,"-","0",,,"-",,"-","
, DISTRICT OF COLUMBIA 
(38.892062, -77.019912)",
"SOUTH CAROLINA","2019","3",,"-","462",,,"-","724",,,"-","6",,,"-","13",,,"-","0",,,"-",,"-","
, SOUTH CAROLINA 
(34.009286, -81.037094)",
"OKLAHOMA","2019","3","27",,"182",,"189",,"409",,"2",,"8",,"6",,"5",,,"-","0",,,"-",,"-","
, OKLAHOMA 
(35.468494, -97.521264)",
"NEW YORK","2019","3","205",,"364",,"418",,"487",,"7",,"13",,"11",,"7",,,"-","1",,,"-",,"-","
, NEW YORK 
(42.826892, -75.544286)",
"MONTANA","2019","3",,"-","36",,"35",,"51",,,"-","2",,"1",,"3",,,"-","1",,,"-",,"-","
, MONTANA 
(47.062617, -109.430168)",
"TEXAS","2019","3",,"-","1070",,,"-","2589",,"6",,"28",,"8",,"18",,,"-","1",,,"-",,"-","
, TEXAS 
(31.827233, -99.423022)",
"MICHIGAN","2019","3","136",,"442",,"565",,"850",,,"-","8",,"2",,"19",,,"-","1",,,"-",,"-","
, MICHIGAN 
(44.66399, -84.711206)",
"PUERTO RICO","2019","3",,"-","18",,,"-","10",,,"-","0",,,"-",,"-",,"-","0",,,"-",,"-","
, PUERTO RICO 
(18.215692, -66.414655)",
"NORTHERN MARIANA ISLANDS","2019","3",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-","
, NORTHERN MARIANA ISLANDS 
(15.1834, 145.725693)",
"NEW HAMPSHIRE","2019","3","1",,"24",,"15",,"22",,,"-","3",,,"-","5",,,"-","0",,,"-","1",,"
, NEW HAMPSHIRE 
(43.657736, -71.500736)",
"WEST VIRGINIA","2019","3",,"-","43",,,"-","56",,,"-","4",,,"-","5",,,"-","1",,,"-",,"-","
, WEST VIRGINIA 
(38.668501, -80.709421)",
"ALASKA","2019","3",,"-","58",,,"-","127",,,"-","2",,,"-","3",,,"-","0",,,"-",,"-","
, ALASKA 
(64.836661, -147.738891)",
"RHODE ISLAND","2019","3",,"-","68",,"2",,"10",,,"-","4",,,"-","1",,,"-","1",,,"-",,"-","
, RHODE ISLAND 
(41.707447, -71.522488)",
"U.S. VIRGIN ISLANDS","2019","3",,"-","4",,,"-","3",,,"N",,"NC",,"N",,"N",,"-","0",,,"-",,"-","
, VIRGIN ISLANDS 
(18.060868, -64.840836)",
"KANSAS","2019","3","57",,"131",,"252",,"280",,,"-","2",,,"-","1",,,"-","0",,,"-",,"-","
, KANSAS 
(38.345528, -98.201847)",
"NORTH DAKOTA","2019","3","4",,"38",,"23",,"51",,,"-","2",,"2",,"1",,,"-","0",,,"-",,"-","
, NORTH DAKOTA 
(47.475879, -100.121011)",
"MINNESOTA","2019","3",,"-","192",,,"-","419",,,"-","3",,,"-","2",,,"-","0",,,"-",,"-","
, MINNESOTA 
(46.357661, -94.793397)",
"NEW JERSEY","2019","3","66",,"217",,"372",,"480",,,"-","10",,"1",,"16",,,"-","0",,,"-",,"-","
, NEW JERSEY 
(40.104655, -74.386686)",
"OREGON","2019","3","143",,"149",,"372",,"325",,,"-","7",,"6",,"7",,,"-","0",,,"-",,"-","
, OREGON 
(44.567912, -120.156945)",
"WASHINGTON","2019","3","165",,"230",,"451",,"429",,,"-","2",,,"-",,"-",,"-","1",,,"-",,"-","
, WASHINGTON 
(47.517368, -120.467672)",
"CALIFORNIA","2019","3","186",,"1768",,"3055",,"4549",,,"-","3",,,"-","5",,,"-","0",,,"-",,"-","
, CALIFORNIA 
(37.640735, -121.002435)",
"NORTH CAROLINA","2019","3",,"-","504",,"4",,"1221",,,"-","7",,"2",,"20",,,"-","1",,,"-",,"-","
, NORTH CAROLINA 
(35.47995, -79.180571)",
"COLORADO","2019","3","155",,"270",,"458",,"497",,"1",,"5",,"10",,"13",,,"-","1",,,"-",,"-","
, COLORADO 
(38.841772, -106.132562)",
"MISSISSIPPI","2019","3","66",,"229",,"450",,"567",,,"-","3",,"4",,"9",,,"-","0",,,"-",,"-","
, MISSISSIPPI 
(32.738663, -89.537312)",
"UTAH","2019","3",,"-","81",,"82",,"152",,,"-","3",,"4",,"6",,,"-","0",,,"-",,"-","
, UTAH 
(39.359772, -111.584173)",
"GEORGIA","2019","3",,"-","478",,,"-","972",,"2",,"10",,"13",,"14",,,"-","0",,,"-",,"-","
, GEORGIA 
(32.836038, -83.631709)",
"GUAM","2019","3",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-","
, GUAM 
(13.3532, 144.653198)",
"US RESIDENTS","2019","4","2695",,"12149",,"21856",,"41854",,"45",,"140",,"291",,"542",,"1",,"3",,"1",,"2",,,"
, US RESIDENTS "
"NEW ENGLAND","2019","4","116",,"263",,"612",,"741",,,"-","12",,"1",,"30",,,"-","1",,,"-","1",,,"
, NEW ENGLAND "
"MIDDDLE ATLANTIC","2019","4","666",,"1640",,"3986",,"4691",,"8",,"27",,"49",,"68",,,"-","1",,,"-",,"-",,"
, MIDDDLE ATLANTIC "
"NEW YORK CITY","2019","4","267",,"690",,"1857",,"1745",,"1",,"8",,"8",,"11",,,"-","0",,,"-",,"-",,"
, NEW YORK CITY "
"EAST NORTH CENTRAL","2019","4","469",,"1968",,"3522",,"6306",,"4",,"26",,"54",,"91",,,"-","2",,,"-",,"-",,"
, EAST NORTH CENTRAL "
"WEST NORTH CENTRAL","2019","4","264",,"908",,"1755",,"2884",,,"-","9",,"13",,"36",,,"-","1",,,"-",,"-",,"
, WEST NORTH CENTRAL "
"SOUTH ATLANTIC","2019","4","625",,"2532",,"3216",,"8373",,"14",,"33",,"73",,"136",,,"-","1",,,"-",,"-",,"
, SOUTH ATLANTIC "
"EAST SOUTH CENTRAL","2019","4","12",,"1007",,"787",,"2856",,"1",,"15",,"11",,"64",,,"-","1",,,"-",,"-",,"
, EAST SOUTH CENTRAL "
"WEST SOUTH CENTRAL","2019","4","73",,"1605",,"896",,"5532",,"10",,"48",,"32",,"42",,"1",,"1",,"1",,,"-",,"
, WEST SOUTH CENTRAL "
"MOUNTAIN","2019","4","91",,"869",,"1606",,"2794",,"7",,"16",,"47",,"47",,,"-","1",,,"-","1",,,"
, MOUNTAIN "
"PACIFIC","2019","4","379",,"2109",,"5476",,"7677",,"1",,"9",,"11",,"28",,,"-","1",,,"-",,"-",,"
, PACIFIC "
"US TERRITORIES","2019","4","1",,"19",,"13",,"25",,,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"
, US TERRITORIES "
"AMERICAN SAMOA","2019","4",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"
, AMERICAN SAMOA "
"NON-US RESIDENTS","2019","4",,"-",,"NC",,"-",,"NP",,"-",,"NC",,"-",,"NP",,"-",,"NC",,"-",,"NP",,"
, NON-US RESIDENTS "
"TOTAL","2019","4","2696",,"12159",,"21869",,"41879",,"45",,"140",,"291",,"542",,"1",,"3",,"1",,"2",,,"
, TOTAL "
"ILLINOIS","2019","4","29",,"562",,"518",,"1851",,,"-","11",,"6",,"19",,,"-","2",,,"-",,"-","
, ILLINOIS 
(40.477092, -88.993221)",
"OKLAHOMA","2019","4","28",,"182",,"277",,"537",,"2",,"8",,"8",,"6",,,"-","0",,,"-",,"-","
, OKLAHOMA 
(35.468494, -97.521264)",
"KANSAS","2019","4","50",,"131",,"357",,"357",,,"-","2",,,"-","1",,,"-","0",,,"-",,"-","
, KANSAS 
(38.345528, -98.201847)",
"NORTH DAKOTA","2019","4","8",,"38",,"45",,"80",,,"-","2",,"2",,"1",,,"-","0",,,"-",,"-","
, NORTH DAKOTA 
(47.475879, -100.121011)",
"NEW MEXICO","2019","4","11",,"136",,"141",,"390",,"1",,"4",,"8",,"4",,,"-","1",,,"-","1",,"
, NEW MEXICO 
(34.520396, -106.244402)",
"TOTAL","2019","6","3288",,"12287",,"36760",,"63569",,"42",,"160",,"503",,"795",,,"-","3",,"1",,"3",,,"
, TOTAL "
"NEW YORK","2019","4","153",,"373",,"570",,"681",,"2",,"13",,"13",,"13",,,"-","1",,,"-",,"-","
, NEW YORK 
(42.826892, -75.544286)",
"WASHINGTON","2019","4","155",,"230",,"606",,"636",,,"-","2",,,"-","1",,,"-","1",,,"-",,"-","
, WASHINGTON 
(47.517368, -120.467672)",
"MASSACHUSETTS","2019","4","104",,"190",,"553",,"625",,,"-","7",,,"-","12",,,"-","1",,,"-",,"-","
, MASSACHUSETTS 
(42.268546, -72.085064)",
"CALIFORNIA","2019","4","116",,"1777",,"4457",,"6181",,,"-","3",,,"-","6",,,"-","0",,,"-",,"-","
, CALIFORNIA 
(37.640735, -121.002435)",
"DISTRICT OF COLUMBIA","2019","4",,"-","107",,,"-","342",,,"-","3",,"1",,"1",,,"-","0",,,"-",,"-","
, DISTRICT OF COLUMBIA 
(38.892062, -77.019912)",
"WISCONSIN","2019","4","102",,"208",,"575",,"628",,,"-","4",,"1",,"5",,,"-","1",,,"-",,"-","
, WISCONSIN 
(44.395526, -89.834513)",
"INDIANA","2019","4",,"-","309",,,"-","849",,,"-","7",,"7",,"16",,,"-","2",,,"-",,"-","
, INDIANA 
(39.76845, -86.156212)",
"IOWA","2019","4",,"-","119",,"246",,"350",,,"-","0",,,"-",,"-",,"-","0",,,"-",,"-","
, IOWA 
(42.46942, -93.815856)",
"ALABAMA","2019","4",,"-","386",,,"-","879",,,"-","5",,"4",,"14",,,"-","0",,,"-",,"-","
, ALABAMA 
(32.839182, -86.631125)",
"DELAWARE","2019","4",,"-","79",,,"-","93",,,"-","3",,"1",,"2",,,"-","0",,,"-",,"-","
, DELAWARE 
(39.008676, -75.574561)",
"NORTHERN MARIANA ISLANDS","2019","4",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-","
, NORTHERN MARIANA ISLANDS 
(15.1834, 145.725693)",
"GUAM","2019","4",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-","
, GUAM 
(13.3532, 144.653198)",
"ALASKA","2019","4",,"-","58",,,"-","179",,,"-","2",,,"-","4",,,"-","0",,,"-",,"-","
, ALASKA 
(64.836661, -147.738891)",
"NEW JERSEY","2019","4","43",,"217",,"480",,"644",,,"-","10",,"1",,"19",,,"-","0",,,"-",,"-","
, NEW JERSEY 
(40.104655, -74.386686)",
"UTAH","2019","4","34",,"81",,"172",,"199",,,"-","3",,"5",,"6",,,"-","0",,,"-",,"-","
, UTAH 
(39.359772, -111.584173)",
"RHODE ISLAND","2019","4","5",,"98",,"8",,"28",,,"-","4",,,"-","1",,,"-","1",,,"-",,"-","
, RHODE ISLAND 
(41.707447, -71.522488)",
"ARIZONA","2019","4","12",,"299",,"629",,"993",,"2",,"6",,"13",,"12",,,"-","1",,,"-",,"-","
, ARIZONA 
(34.869712, -111.760902)",
"FLORIDA","2019","4","362",,"759",,"1680",,"2051",,"8",,"14",,"25",,"35",,,"-","0",,,"-",,"-","
, FLORIDA 
(28.915325, -81.922409)",
"CONNECTICUT","2019","4",,"U",,"NC",,"U",,"U",,"-","5",,,"-","4",,,"-","0",,,"-",,"-","
, CONNECTICUT 
(41.544654, -72.651713)",
"NEBRASKA","2019","4",,"-","106",,,"-","214",,,"-","3",,"2",,"1",,,"-","1",,,"-",,"-","
, NEBRASKA 
(41.640503, -99.367122)",
"KENTUCKY","2019","4",,"-","215",,,"-","303",,,"-","7",,,"-","14",,,"-","1",,,"-",,"-","
, KENTUCKY 
(37.64591, -84.774043)",
"NEW HAMPSHIRE","2019","4","4",,"24",,"30",,"33",,,"-","3",,,"-","6",,,"-","0",,,"-","1",,"
, NEW HAMPSHIRE 
(43.657736, -71.500736)",
"WYOMING","2019","4","1",,"11",,"13",,"38",,,"-","1",,,"-","1",,,"-","0",,,"-",,"-","
, WYOMING 
(43.23558, -108.110518)",
"COLORADO","2019","4",,"-","270",,"458",,"660",,"1",,"5",,"11",,"15",,,"-","1",,,"-",,"-","
, COLORADO 
(38.841772, -106.132562)",
"MONTANA","2019","4","16",,"36",,"89",,"68",,,"-","2",,"2",,"3",,,"-","1",,,"-",,"-","
, MONTANA 
(47.062617, -109.430168)",
"NEVADA","2019","4",,"-","128",,"20",,"371",,,"-","5",,"2",,"3",,,"-","0",,,"-",,"-","
, NEVADA 
(39.491833, -117.070159)",
"VIRGINIA","2019","4","255",,"430",,"1026",,"751",,"2",,"8",,"18",,"8",,,"-","0",,,"-",,"-","
, VIRGINIA 
(37.542699, -78.45822)",
"OHIO","2019","4","166",,"592",,"1523",,"1769",,"4",,"14",,"34",,"30",,,"-","1",,,"-",,"-","
, OHIO 
(40.056807, -82.405897)",
"PENNSYLVANIA","2019","4","203",,"551",,"1079",,"1621",,"5",,"12",,"27",,"25",,,"-","0",,,"-",,"-","
, PENNSYLVANIA 
(40.789676, -77.858055)",
"MINNESOTA","2019","4",,"-","192",,,"-","567",,,"-","3",,,"-","2",,,"-","0",,,"-",,"-","
, MINNESOTA 
(46.357661, -94.793397)",
"SOUTH DAKOTA","2019","4",,"-","50",,"8",,"122",,,"-","2",,"1",,"4",,,"-","0",,,"-",,"-","
, SOUTH DAKOTA 
(44.35371, -100.373709)",
"TENNESSEE","2019","4",,"-","361",,"274",,"920",,,"-","6",,,"-","27",,,"-","0",,,"-",,"-","
, TENNESSEE 
(35.681402, -85.774444)",
"MISSOURI","2019","4","206",,"389",,"1099",,"1194",,,"-","8",,"8",,"27",,,"-","0",,,"-",,"-","
, MISSOURI 
(38.636168, -92.566292)",
"PUERTO RICO","2019","4","1",,"19",,"13",,"22",,,"-","0",,,"-",,"-",,"-","0",,,"-",,"-","
, PUERTO RICO 
(18.215692, -66.414655)",
"TEXAS","2019","4",,"-","1070",,,"-","3618",,"7",,"36",,"17",,"26",,"1",,"1",,"1",,,"-","
, TEXAS 
(31.827233, -99.423022)",
"OREGON","2019","4","108",,"158",,"413",,"474",,"1",,"7",,"8",,"12",,,"-","0",,,"-",,"-","
, OREGON 
(44.567912, -120.156945)",
"VERMONT","2019","4",,"-","11",,,"-",,"-",,"-","3",,,"-","3",,,"-","0",,,"-",,"-","
, VERMONT 
(43.622479, -72.51927)",
"WEST VIRGINIA","2019","4",,"-","43",,,"-","80",,,"-","4",,,"-","7",,,"-","1",,,"-",,"-","
, WEST VIRGINIA 
(38.668501, -80.709421)",
"LOUISIANA","2019","4","45",,"285",,"596",,"808",,,"-","5",,"2",,"9",,,"-","0",,,"-",,"-","
, LOUISIANA 
(31.2931, -92.463284)",
"HAWAII","2019","4",,"-","67",,,"-","207",,,"-","4",,"3",,"5",,,"-","0",,,"-",,"-","
, HAWAII 
(21.30992, -157.858158)",
"MICHIGAN","2019","4","172",,"442",,"906",,"1209",,,"-","7",,"6",,"21",,,"-","1",,,"-",,"-","
, MICHIGAN 
(44.66399, -84.711206)",
"ARKANSAS","2019","4",,"-","165",,"23",,"569",,"1",,"8",,"5",,"1",,,"-","0",,,"-",,"-","
, ARKANSAS 
(34.748745, -92.275105)",
"IDAHO","2019","4","17",,"44",,"84",,"75",,"3",,"2",,"6",,"3",,,"-","0",,,"-",,"-","
, IDAHO 
(43.680635, -114.364237)",
"SOUTH CAROLINA","2019","4",,"-","462",,,"-","1009",,,"-","6",,,"-","17",,,"-","0",,,"-",,"-","
, SOUTH CAROLINA 
(34.009286, -81.037094)",
"MOUNTAIN","2019","8","265",,"890",,"4245",,"5552",,"10",,"16",,"96",,"89",,,"-","1",,,"-","1",,,"
, MOUNTAIN "
"MARYLAND","2019","4","7",,"241",,"260",,"877",,"4",,"9",,"13",,"20",,,"-","0",,,"-",,"-","
, MARYLAND 
(39.290443, -76.612333)",
"MAINE","2019","4","3",,"25",,"21",,"55",,,"-","3",,"1",,"4",,,"-","0",,,"-",,"-","
, MAINE 
(45.252223, -68.986647)",
"GEORGIA","2019","4",,"-","478",,,"-","1450",,,"-","10",,"13",,"21",,,"-","0",,,"-",,"-","
, GEORGIA 
(32.836038, -83.631709)",
"MISSISSIPPI","2019","4","12",,"243",,"513",,"754",,"1",,"4",,"7",,"9",,,"-","0",,,"-",,"-","
, MISSISSIPPI 
(32.738663, -89.537312)",
"NORTH CAROLINA","2019","4","1",,"509",,"250",,"1720",,,"-","7",,"2",,"25",,,"-","1",,,"-",,"-","
, NORTH CAROLINA 
(35.47995, -79.180571)",
"U.S. VIRGIN ISLANDS","2019","4",,"-","4",,,"-","3",,,"N",,"NC",,"N",,"N",,"-","0",,,"-",,"-","
, VIRGIN ISLANDS 
(18.060868, -64.840836)",
"US RESIDENTS","2019","5","3288",,"12227",,"29227",,"52611",,"37",,"150",,"369",,"672",,,"-","3",,"1",,"2",,,"
, US RESIDENTS "
"NEW ENGLAND","2019","5","18",,"265",,"654",,"958",,,"-","12",,"5",,"38",,,"-","1",,,"-","1",,,"
, NEW ENGLAND "
"MIDDDLE ATLANTIC","2019","5","788",,"1640",,"5052",,"5959",,"8",,"27",,"61",,"91",,,"-","1",,,"-",,"-",,"
, MIDDDLE ATLANTIC "
"NEW YORK CITY","2019","5","325",,"690",,"2286",,"2190",,"1",,"8",,"9",,"18",,,"-","0",,,"-",,"-",,"
, NEW YORK CITY "
"EAST NORTH CENTRAL","2019","5","474",,"1968",,"4417",,"7931",,"7",,"29",,"70",,"106",,,"-","2",,,"-",,"-",,"
, EAST NORTH CENTRAL "
"WEST NORTH CENTRAL","2019","5","325",,"908",,"2384",,"3633",,"2",,"9",,"18",,"44",,,"-","1",,,"-",,"-",,"
, WEST NORTH CENTRAL "
"SOUTH ATLANTIC","2019","5","784",,"2536",,"4776",,"10595",,"7",,"33",,"94",,"166",,,"-","1",,,"-",,"-",,"
, SOUTH ATLANTIC "
"EAST SOUTH CENTRAL","2019","5","95",,"1008",,"993",,"3654",,,"-","15",,"12",,"75",,,"-","1",,,"-",,"-",,"
, EAST SOUTH CENTRAL "
"WEST SOUTH CENTRAL","2019","5","71",,"1605",,"1212",,"6875",,"7",,"51",,"40",,"62",,,"-","1",,"1",,,"-",,"
, WEST SOUTH CENTRAL "
"MOUNTAIN","2019","5","254",,"870",,"2373",,"3441",,"6",,"16",,"56",,"59",,,"-","1",,,"-","1",,,"
, MOUNTAIN "
"PACIFIC","2019","5","479",,"2105",,"7366",,"9565",,,"-","8",,"13",,"31",,,"-","1",,,"-",,"-",,"
, PACIFIC "
"US TERRITORIES","2019","5",,"-","19",,"13",,"32",,,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"
, US TERRITORIES "
"AMERICAN SAMOA","2019","5",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"
, AMERICAN SAMOA "
"NON-US RESIDENTS","2019","5",,"-",,"NC",,"-",,"NP",,"-",,"NC",,"-",,"NP",,"-",,"NC",,"-",,"NP",,"
, NON-US RESIDENTS "
"TOTAL","2019","5","3288",,"12237",,"29240",,"52643",,"37",,"150",,"369",,"672",,,"-","3",,"1",,"2",,,"
, TOTAL "
"ARIZONA","2019","5","45",,"306",,"914",,"1207",,"2",,"6",,"17",,"17",,,"-","1",,,"-",,"-","
, ARIZONA 
(34.869712, -111.760902)",
"GUAM","2019","5",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-","
, GUAM 
(13.3532, 144.653198)",
"INDIANA","2019","5",,"-","309",,,"-","1109",,,"-","7",,"9",,"21",,,"-","2",,,"-",,"-","
, INDIANA 
(39.76845, -86.156212)",
"KANSAS","2019","5","50",,"131",,"458",,"445",,,"-","2",,,"-","2",,,"-","0",,,"-",,"-","
, KANSAS 
(38.345528, -98.201847)",
"SOUTH DAKOTA","2019","5",,"-","50",,"8",,"166",,,"-","2",,"1",,"5",,,"-","0",,,"-",,"-","
, SOUTH DAKOTA 
(44.35371, -100.373709)",
"NEVADA","2019","5",,"-","128",,"20",,"468",,,"-","5",,"3",,"3",,,"-","0",,,"-",,"-","
, NEVADA 
(39.491833, -117.070159)",
"HAWAII","2019","5",,"-","67",,,"-","257",,,"-","4",,"3",,"5",,,"-","0",,,"-",,"-","
, HAWAII 
(21.30992, -157.858158)",
"NEW YORK","2019","5","193",,"384",,"762",,"870",,"6",,"15",,"19",,"18",,,"-","1",,,"-",,"-","
, NEW YORK 
(42.826892, -75.544286)",
"COLORADO","2019","5","141",,"270",,"753",,"798",,"4",,"5",,"15",,"16",,,"-","1",,,"-",,"-","
, COLORADO 
(38.841772, -106.132562)",
"VERMONT","2019","5",,"-","11",,,"-",,"-",,"-","3",,,"-","3",,,"-","0",,,"-",,"-","
, VERMONT 
(43.622479, -72.51927)",
