name,county,city,state,zip,phone,website,facebook,twitter,has_email,address
Region 4 (Acadian Regional Office),Region 4 (Acadian Regional Office),Lafayette,LA,70508,(337) 262-5619,http://ldh.la.gov/index.cfm/directory/detail/370/catid/13,,,True,"825 Kaliste Saloom Rd Bldg 3 Lafayette, LA 70508-4284"
Region 5 (Southwest Regional Office),Region 5 (Southwest Regional Office),Charles,LA,70601,(337) 475-3200,http://ldh.la.gov/index.cfm/directory/detail/371/catid/13,,,True,"2827 4th Ave Ste 100 Lake Charles, LA 70601-7888"
Region 6 Office of Public Health - (Central Regional Office),Region 6 Office of Public Health - (Central Regional Office),Alexandria,LA,71303,(318) 487-5282,http://ldh.la.gov/index.cfm/directory/detail/372/catid/13,,,True,"5604 Coliseum Blvd Ste B Alexandria, LA 71303-3993"
Region 7 (Northwest Regional Office),Region 7 (Northwest Regional Office),Shreveport,LA,71101,(318) 676-7489,http://ldh.la.gov/index.cfm/directory/detail/373/catid/13,,,True,"1525 Fairfield Ave Ste 569 Shreveport, LA 71101-4331"
Region 8 (Northeast Regional Office),Region 8 (Northeast Regional Office),Monroe,LA,71211,(318) 361-7201,http://ldh.la.gov/index.cfm/directory/detail/374/catid/13,,,True,"PO Box 6118 Monroe, LA 71211-6118"
Region 9 (Southeast Regional Office),Region 9 (Southeast Regional Office),Hammond,LA,70403,(985) 543-4880,http://ldh.la.gov/index.cfm/directory/detail/375/catid/13,,,True,"15481 W Club Deluxe Rd Hammond, LA 70403-1466"
Richland Parish Health Unit,Richland Parish,Rayville,LA,71269,(318) 728-4441,http://ldh.la.gov/index.cfm/directory/detail/4822,,,True,"21 Lynn Gayle Robertson Rd Rayville, LA 71269-4068"
Sabine Parish Health Unit,Sabine Parish,Many,LA,71449,(318) 256-4105,http://ldh.la.gov/index.cfm/directory/detail/4823,,,True,"1230 W Louisiana Ave Many, LA 71449-3682"
St. Bernard Parish Health Unit,St. Bernard Parish,Chalmette,LA,70043,(504) 281-2780,https://www.wicoffices.com/office/st-bernard-parish-health-unit/,,,True,"8050 W. Judge Perez Dr. Chalmette, LA 70043"
St. Charles Parish Community Health Center,St. Charles Parish Community,Luling,LA,70070,(985) 785-5800,https://accesshealthla.org/location/st-charles-luling/,,,True,"843 Milling Ave Luling, LA 70070-4442"
St. Helena Parish Health Unit,St. Helena Parish,Greensburg,LA,70441,(225) 222-4412,http://www.sthelenaparish.la.gov/HealthUnit.aspx,,,True,"PO Box 428 Greensburg, LA 70441-0428"
St. James Parish Health Unit,St. James Parish,Vacherie,LA,70090,(225) 265-2181,http://ldh.la.gov/index.cfm/directory/detail/4825,,,True,"29170 Health Unit St Vacherie, LA 70090-4221"
St. John Parish Health Unit,St. John Parish,Reserve,LA,70084,(985) 444-5631,http://www.ldh.la.gov/index.cfm/directory/detail/4893/catid/192,,,True,"473 Central Ave Reserve, LA 70084-5509"
St. Landry Parish Health Unit,St. Landry Parish,Opelousas,LA,70571,(337) 948-0220,http://www.ldh.la.gov/index.cfm/directory/detail/8704/catid/338,,,True,"PO Box 1557 Opelousas, LA 70571-1557"
St. Martin Parish Health Unit,St. Martin Parish,Martinville,LA,70582,(337) 394-3097,https://www.stmartinparish.net/health-units/,,,True,"303 W Port St Saint Martinville, LA 70582-3923"
St. Mary Parish Health Unit,St. Mary Parish,City,LA,70380,(985) 380-2441,http://ldh.la.gov/index.cfm/directory/detail/4828,,,True,"1200 David Dr Morgan City, LA 70380-1362"
St. Tammany Parish Health Unit,St. Tammany Parish,Mandeville,LA,70471,(985) 893-6296,http://www.ldh.la.gov/index.cfm/directory/detail/7070/catid/192,,,True,"21454 Koop Dr Ste 2C Mandeville, LA 70471-7513"
Tangipahoa Parish Health Unit,Tangipahoa Parish,Hammond,LA,70403,(985) 543-4165,http://ldh.la.gov/index.cfm/directory/detail/4831,,,True,"15481 W Club Deluxe Rd Hammond, LA 70403-1466"
Tensas Parish Health Unit,Tensas Parish,Rouge,LA,70821,(318) 766-1967,http://www.ldh.la.gov/index.cfm/directory/detail/8705/catid/338,,,True,"P. O. Box 629 Baton Rouge, LA 70821"
Terrebonne Parish Health Unit,Terrebonne Parish,Houma,LA,70360,(985) 857-3601,http://ldh.la.gov/index.cfm/directory/detail/4833,,,True,"600 Polk ST Houma, LA 70360-4154"
Union Parish Health Unit,Union Parish,Farmerville,LA,71241,(318) 368-3156,http://ldh.la.gov/index.cfm/directory/detail/4834,,,True,"1002 Marion Hwy Farmerville, LA 71241-9315"
Vermilion Parish Health Unit,Vermilion Parish,Abbeville,LA,70510,(337) 893-1443,http://ldh.la.gov/index.cfm/directory/detail/4835,,,True,"2501 Charity St Abbeville, LA 70510-4022"
Vernon Parish Health Unit,Vernon Parish,Leesville,LA,71446,(337) 238-6410,http://ldh.la.gov/index.cfm/directory/detail/4836,,,True,"406 W Fertitta Blvd Leesville, LA 71446-4649"
Washington Parish Health Unit,Washington Parish,Franklinton,LA,70438,(985) 839-5646,http://ldh.la.gov/index.cfm/directory/detail/4838,,,True,"120 11Th Ave Franklinton, LA 70438-1161"
Webster Parish Health Unit,Webster Parish,Springhill,LA,71075,(318) 539-4314,http://ldh.la.gov/index.cfm/directory/detail/4841,,,True,"110 June Anthony Dr Springhill, LA 71075-3768"
West Baton Rouge Parish Health Unit,West Baton Rouge Parish,Allen,LA,70767,(225) 215-5201,http://ldh.la.gov/index.cfm/directory/detail/4842,,,True,"685 Louisiana Ave Port Allen, LA 70767-2144"
West Carroll Parish Health Unit,West Carroll Parish,Grove,LA,71263,(318) 428-9361,http://www.ldh.la.gov/index.cfm/directory/detail/4837/catid/192,,,True,"PO BOX 306 Oak Grove, LA 71263-0306"
West Feliciana Parish Health Unit,West Feliciana Parish,Francisville,LA,70775,(225) 635-2165,http://ldh.la.gov/index.cfm/directory/detail/4843,,,True,"PO Box 1928 Saint Francisville, LA 70775-1928"
Winn Parish Health Unit,Winn Parish,Winnfield,LA,71483,(318) 628-2148,http://www.ldh.la.gov/index.cfm/directory/detail/4844/catid/192,,,True,"301 W Main St Rm 101 Winnfield, LA 71483-2700"
Aroostook District Public Health/MECDC,Aroostook District Public Health/MECDC,Isle,ME,04769,(207) 493-4087,,,,True,"8 Northern RD Presque Isle, ME 04769-2040"
Central District Public Health/MECDC,Central District Public Health/MECDC,Augusta,ME,04330,(207) 287-2613,,,,False,"35 Anthony Ave Augusta, ME 04330-6137"
City of Bangor,City of Bangor,Bangor,ME,04401,(207) 992-4550,https://www.bangorpublichealth.org/,https://www.facebook.com/bangorpublichealthandcommunityservices/,,True,"103 Texas Ave Bangor, ME 04401-4324"
Cumberland County Public Health,Cumberland,Portland,ME,04103,(207) 749-5251,http://www.cumberlandcounty.org,,,True,"27 Northport DR Portland, ME 04103-3637"
Cumberland District Public Health/MECDC,Cumberland District Public Health/MECDC,Portland,ME,04102,(207) 485-0541,,,,True,"151 Jetport Blvd Portland, ME 04102-1946"
Downeast District Public Health/MECDC,Downeast District Public Health/MECDC,Machias,ME,04654,(207) 255-2017,,,,True,"38 Prescott Dr Machias, ME 04654-3425"
"Health & Human Services Department/City of Portland, Maine","Health & Human Services Department/City of Portland, Maine",Portland,ME,04101,(207) 874-8437,http://www.portlandmaine.gov/224/Public-Health,,,True,"39 Forest Ave Portland, ME 04101-1200"
Houlton Band of Maliseet Indians of Maine,Houlton Band of Maliseet Indians of Maine,Littleton,ME,04730,(207) 532-2240 (32),https://maliseets.net/health-department/,,,True,"88 Bell Rd Ste 2 Littleton, ME 04730-6704"
Midcoast District Public Health/MECDC,Midcoast District Public Health/MECDC,Rockland,ME,04841,(207) 596-4278,,,,True,"91 Camden St Ste 103 Rockland, ME 04841-2421"
Passamaquoddy Indian Township of Maine Health Center,Passamaquoddy Indian Township of Maine,Twp,ME,04668,(207) 796-2321,https://passamaquoddyhealth.org/,,,True,"401 Peter Dana Point RD Indian Twp, ME 04668-5007"
Penobscot Indian Health,Penobscot Indian,Island,ME,04468,(207) 817-7400,https://www.penobscotnation.org/departments/health-services/,,,True,"23 Wabanaki Way Indian Island, ME 04468-1252"
Penquis District Public Health/MECDC,Penquis District Public Health/MECDC,Bangor,ME,04401,(207) 561-4421,https://www.maine.gov/dhhs/mecdc/public-health-systems/lphd/district6/index.shtml,,,True,"396 Griffin Rd Bangor, ME 04401-3006"
Western District Public Health/MECDC,Western District Public Health/MECDC,Lewiston,ME,04240,(207) 441-7036,,,,True,"200 Main St Lewiston, ME 04240-7019"
York District Public Health/MECDC,York District Public Health/MECDC,Sanford,ME,04073,(207) 490-4625,,,,False,"890 Main St Ste 208 Sanford, ME 04073-3572"
Allegany County Health Department,Allegany,Cumberland,MD,21502,(301) 759-5001,http://health.maryland.gov/allegany,https://www.facebook.com/AlleganyHlthMD/,https://twitter.com/alleganyhlthmd,True,"12501-12503  Willowbrook Rd SE Cumberland, MD 21502-2569"
Anne Arundel County Department of Health,Anne Arundel,Annapolis,MD,21401,(410) 222-7095,http://www.aahealth.org,https://www.facebook.com/aahealth,https://twitter.com/AAHealth,True,"1 Harry S Truman Pkwy Annapolis, MD 21401-7037"
Baltimore City Health Department,Baltimore,Baltimore,MD,21202,410-396-4422,http://health.baltimorecity.gov,https://www.facebook.com/BaltimoreHealth/,https://twitter.com/BMore_Healthy,True,"1001 E Fayette St Baltimore, MD 21202-4715"
Baltimore County Department of Health,Baltimore,Baltimore,MD,21212,(410) 887-2243,https://www.baltimorecountymd.gov/departments/health,https://www.facebook.com/BaltCoHHS/,,True,"6401 York RD FL Third Baltimore, MD 21212-2152"
Calvert County Health Department,Calvert,Frederick,MD,20678,(410) 535-5400,http://www.calverthealth.org,https://www.facebook.com/pg/calvertadmin/,https://twitter.com/CalvertHealth,True,"975 Solomons Island Rd N Prince Frederick, MD 20678-3917"
Caroline County Health Department,Caroline,Denton,MD,21629,(410) 479-8030,http://www.carolinehd.org,https://www.facebook.com/Caroline.County.HealthDepartment/,,True,"403 S 7Th St Denton, MD 21629-1327"
Carroll County Health Department,Carroll,Westminster,MD,21157,(410) 876-4823,https://cchd.maryland.gov/,https://www.facebook.com/CarrollCountyHealthDeptMD/,,True,"290 S Center St Westminster, MD 21157-5219"
Cecil County Health Department,Cecil,Elkton,MD,21921,(410) 996-5550,http://www.cecilcountyhealth.org,https://www.facebook.com/CecilCountyHealth,https://twitter.com/cecilcohealth,True,"401 Bow St Elkton, MD 21921-5501"
Charles County Health Department,Charles,Plains,MD,20695,(301) 609-6901,http://www.charlescountyhealth.org,https://www.facebook.com/CharlesCountyHealth,https://twitter.com/CCDH_Maryland,True,"4545 Crain Hwy White Plains, MD 20695-3045"
Dorchester County Health Department,Dorchester,Cambridge,MD,21613,(410) 228-3223,http://www.dorchesterhealth.org,https://www.facebook.com/dorchesterhealthemergencypreparedness/,,True,"3 Cedar St Cambridge, MD 21613-2362"
Frederick County Health Department,Frederick,Frederick,MD,21702,(301) 600-1029,http://health.frederickcountymd.gov,https://www.facebook.com/fchealthdept,https://twitter.com/FCHealthDept,True,"350 Montevue Ln Frederick, MD 21702-8214"
Garrett County Health Department,Garrett,Oakland,MD,21550,(301) 334-7700,http://www.garretthealth.org,https://www.facebook.com/garretthealth,https://twitter.com/garretthealth,True,"1025 Memorial Dr Oakland, MD 21550-4343"
Harford County Health Department,Harford,Air,MD,21014,(410) 877-1010,http://www.harfordcountyhealth.com,https://www.facebook.com/HarCoHD,https://twitter.com/HarCoHealthDept,True,"PO BOX 797 Bel Air, MD 21014-0797"
Howard County Health Department,Howard,Columbia,MD,21045,(410) 313-6300,http://www.hchealth.org,https://www.facebook.com/hocogov,https://twitter.com/hocogov,True,"8930 Stanford Blvd Columbia, MD 21045-5805"
Kent County Health Department,Kent,Chestertown,MD,21620,(410) 778-2409,http://www.kenthd.org,https://www.facebook.com/kchd.maryland?_rdr=p,https://twitter.com/KentMDPrepares,True,"125 S Lynchburg St Chestertown, MD 21620-1146"
Montgomery County Department of Health and Human Services,Montgomery,Spring,MD,20902,(240) 777-0311,http://www.montgomerycountymd.gov/HHS,https://www.facebook.com/mocdhhs/,https://twitter.com/MoCoDHHS,True,"2000 Dennis Ave Ste 1600 Silver Spring, MD 20902-4136"
Prince George's County Health Department,Prince George's,Heights,MD,20743,(301) 952-4213,https://www.princegeorgescountymd.gov/departments-offices/health,https://www.facebook.com/PGCHealth,https://twitter.com/pgchealth,True,"9187 Central Avenue Capitol Heights, MD 20743"
Queen Anne's County Health Department,Queen Anne's,Centreville,MD,21617,(410) 758-0720,http://health.maryland.gov/qahealth,https://www.facebook.com/QACDOH/,https://twitter.com/qacdoh,True,"206 N Commerce St Centreville, MD 21617-1049"
Somerset County Health Department,Somerset,Westover,MD,21871,(443) 523-1700,http://somersethealth.org,https://www.facebook.com/somersethealthmd,https://twitter.com/somersethdmd,True,"8928 Sign Post Rd Ste 2 Westover, MD 21871-3310"
St. Mary's County Health Department,St. Mary's,Leonardtown,MD,20650,(301) 475-4330,http://www.smchd.org,https://www.facebook.com/SMCHealthDepartment,https://twitter.com/SMCHD_gov,True,"21580 Peabody St Leonardtown, MD 20650-2962"
Talbot County Health Department,Talbot,Easton,MD,21601,(410) 819-5600,https://talbothealth.org/,https://www.facebook.com/TalbotHealthMaryland/,,True,"100 S Hanson St Easton, MD 21601-2920"
Washington County Health Department,Washington,Hagerstown,MD,21742,(240) 313-3200,http://washcohealth.org,https://www.facebook.com/WashHealth/,,True,"1302 Pennsylvania Ave Hagerstown, MD 21742-3108"
Wicomico County Health Department,Wicomico,Salisbury,MD,21801,(410) 749-1244,http://www.wicomicohealth.org,https://www.facebook.com/WICOMICOHEALTH/,https://twitter.com/wicomicohealth,True,"108 E Main St Salisbury, MD 21801-4921"
Worcester County Health Department,Worcester,Hill,MD,21863,(410) 632-1100,http://www.worcesterhealth.org,https://www.facebook.com/WorcesterHealth,https://twitter.com/worcesterhealth,True,"6040 Public Landing Rd Snow Hill, MD 21863-2453"
Abington Health Department,Abington,Abington,MA,02351,(781) 982-2119,https://www.abingtonma.gov/page/health,,,True,"500 Gliniewicz Way Rm 109 Abington, MA 02351-2058"
Acton Public Health Department,Acton,Acton,MA,01720,(978) 929-6632,https://www.acton-ma.gov/137/Health,,,True,"472 Main St Acton, MA 01720-3939"
Acushnet Board of Health,Acushnet,Acushnet,MA,02743,(508) 998-0275,https://www.acushnet.ma.us/1292/Board-of-Health,,,True,"130 Main St Acushnet, MA 02743-1594"
Adams Board of Health,Adams,Adams,MA,01220,(413) 743-8300 (179),https://www.town.adams.ma.us/board-health,,,True,"8 Park St Adams, MA 01220-2053"
Agawam Health Department,Agawam,Agawam,MA,01001,(413) 726-9721,https://www.agawam.ma.us/241/Health-Department,,,True,"36 Main St Agawam, MA 01001-1801"
Alford Board of Health,Alford,Barrington,MA,01230,(413) 528-4536,https://www.townofalford.org/board-health,,,True,"5 Alford Center Rd Great Barrington, MA 01230-8920"
Amesbury Health Department,Amesbury,Amesbury,MA,01913,(978) 300-8159,https://www.amesburyma.gov/189/Public-Health,,,True,"39 S Hunt RD Amesbury, MA 01913-4423"
Amherst Health Department,Amherst,Amherst,MA,01002,(413) 259-3077,http://www.amherstma.gov/65,,,True,"70 Boltwood Walk Amherst, MA 01002-2271"
Andover Health Division,Andover,Andover,MA,01810,(978) 623-8640,https://andoverma.gov/162/Health,,,True,"36 Bartlet St Andover, MA 01810-3813"
Aquinnah Board of Health,Aquinnah,Chilmark,MA,02535,(508) 645-2309,https://www.aquinnah-ma.gov/board-health,,,True,"955 State Rd Chilmark, MA 02535-1689"
Aquinnah Wampanoag Tribe Health Department,Aquinnah Wampanoag Tribe,Aquinnah,MA,02535,(508) 645-9265,https://wampanoagtribe-nsn.gov/health,,,True,"20 Black Brook Rd Aquinnah, MA 02535-1546"
Arlington Health Department,Arlington,Arlington,MA,02476,(781) 316-3170,https://www.arlingtonma.gov/departments/health-human-services/health-department,,,True,"27 Maple St Arlington, MA 02476-4976"
Ashburnham Board of Health,Ashburnham,Ashburnham,MA,01430,(978) 772-3335,https://www.ashburnham-ma.gov/194/Board-of-Health,,,True,"32 Main ST Ashburnham, MA 01430-1241"
Ashby Board of Health,Ashby,Ashby,MA,01431,(978) 772-3335,https://ci.ashby.ma.us/departments/board-of-health/,,,True,"895 Main St Ashby, MA 01431-2322"
Ashfield Board of Health,Ashfield,Ashfield,MA,01330,(413) 628-4441 (ext 7),https://ashfield.org/2153/Board-of-Health,,,True,"PO Box 560 Ashfield, MA 01330-0560"
Ashland Board of Health,Ashland,Ashland,MA,01721,(508) 881-0114 (7922),https://www.ashlandmass.com/177/Board-of-Health,,,True,"101 Main St Ashland, MA 01721-3108"
Athol Board of Health,Athol,Athol,MA,01331,(978) 721-8450,https://www.athol-ma.gov/health-department,,,True,"584 Main ST Ste 1 Athol, MA 01331-1824"
Attleboro Health Department,Attleboro,Attleboro,MA,02703,(508) 223-2222 (3242),https://www.cityofattleboro.us/193/Health-Department,,,True,"77 Park St Attleboro, MA 02703-2334"
Auburn Health Department,Auburn,Auburn,MA,01501,(508) 832-7703,https://www.auburnma.gov/173/Public-Health-Division,,,True,"104 Central St Auburn, MA 01501-2310"
Avon Health Department,Avon,Avon,MA,02322,(508) 588-0414,https://www.avon-ma.gov/board-health,,,True,"65 E Main St Avon, MA 02322-1435"
Ayer Board of Health,Ayer,Ayer,MA,01432,(978) 772-3335,https://www.ayer.ma.us/440/Board-of-Health,,,True,"1 Main St Ayer, MA 01432-1325"
Barnstable Town Health Department,Barnstable Town,Hyannis,MA,02601,(508) 862-4644,https://townofbarnstable.us/Departments/healthdivision/,,,True,"200 Main St Hyannis, MA 02601-4002"
Barre Board of Health/Health Department,Barre Board of Health/Health,Barre,MA,01005,9783555003x105,https://www.townofbarre.com/health,,,True,"40 West St #431 Barre, MA 01005-0431"
Becket Board of Health,Becket,Becket,MA,01223,(413) 623-8934 (122),https://www.townofbecket.org/board-health,,,True,"557 Main St Becket, MA 01223-3252"
Bedford Health Department,Bedford,Bedford,MA,01730,(781) 275-6507,https://www.bedfordma.gov/197/Health-Department,,,True,"12 Mudge Way Bedford, MA 01730-2147"
Belchertown Board of Health,Belchertown,Belchertown,MA,01082,(978) 772-3335,https://www.belchertown.org/262/Board-of-Health,,,True,"126 Main ST Belchertown, MA 01082"
